source,target,weight
user198,user443,2
user443,user198,2
user64,user492,1
user484,user280,2
user280,user484,1
user280,user495,1
user495,user280,1
user280,user443,2
user443,user280,2
user476,user425,1
user425,user476,1
user427,user163,1
user476,user401,1
user163,user164,1
user163,user427,1
user425,user181,1
user462,user496,1
user7,user383,1
user383,user7,1
user383,user497,1
user497,user383,1
user202,user447,5
user111,user499,10
user499,user111,10
user111,user104,4
user36,user500,1
user198,user499,1
user499,user198,2
user447,user202,5
user104,user499,4
user104,user111,4
user104,user296,5
user104,user64,5
user144,user484,1
user484,user144,1
user104,user462,2
user500,user36,1
user500,user274,1
user494,user476,1
user476,user494,1
user35,user458,1
user458,user35,1
user443,user501,2
user501,user443,2
user490,user21,8
user490,user104,1
user476,user472,1
user494,user472,-10
user427,user463,-10
user399,user472,-6
user425,user472,-10
user280,user502,1
user502,user280,1
user64,user288,1
user64,user491,2
user491,user64,2
user288,user64,1
user163,user318,1
user318,user163,1
user64,user503,1
user427,user503,1
user503,user64,1
user503,user427,1
user29,user270,1
user270,user29,1
user359,user504,1
user1,user505,1
user505,user1,1
user156,user25,1
user491,user411,1
user411,user491,1
user7,user472,-1
user21,user506,1
user455,user15,2
user15,user455,1
user506,user21,1
user455,user198,1
user4,user455,2
user7,user498,2
user498,user7,2
user171,user384,2
user384,user171,2
user416,user384,1
user384,user416,2
user384,user396,2
user396,user384,2
user261,user507,1
user507,user261,1
user478,user490,4
user331,user508,1
user508,user331,1
user35,user472,-1
user481,user472,-3
user387,user270,1
user444,user472,-1
user270,user387,1
user1,user421,2
user421,user1,2
user141,user497,1
user455,user2,1
user2,user455,1
user1,user80,2
user401,user2,5
user2,user401,2
user497,user141,1
user64,user441,1
user441,user64,1
user141,user37,2
user37,user141,2
user215,user441,1
user493,user488,1
user441,user215,1
user488,user493,1
user490,user478,3
user178,user399,2
user399,user178,2
user159,user7,4
user1,user29,4
user509,user423,1
user509,user510,1
user1,user511,1
user511,user1,1
user510,user512,1
user512,user510,1
user509,user512,1
user512,user509,1
user512,user513,1
user513,user512,1
user7,user386,2
user509,user513,1
user386,user7,2
user513,user509,1
user510,user509,1
user491,user514,1
user514,user491,1
user171,user310,-10
user484,user310,-10
user353,user310,-10
user178,user57,1
user441,user462,3
user462,user441,3
user178,user515,1
user515,user178,1
user29,user476,1
user476,user29,1
user1,user494,1
user494,user1,1
user394,user516,1
user516,user394,1
user476,user517,1
user517,user476,1
user394,user494,5
user494,user394,5
user257,user224,5
user257,user320,3
user257,user328,4
user257,user217,5
user257,user422,5
user257,user218,5
user257,user342,4
user257,user408,4
user64,user518,1
user518,user64,1
user257,user351,4
user257,user337,5
user257,user348,3
user257,user519,4
user519,user60,4
user484,user520,1
user520,user484,10
user257,user381,4
user266,user475,3
user228,user521,1
user521,user228,1
user257,user362,4
user144,user202,8
user202,user144,8
user383,user203,1
user203,user383,1
user521,user522,1
user203,user399,1
user522,user521,1
user29,user523,1
user408,user405,2
user405,user408,3
user359,user219,2
user408,user171,1
user171,user408,1
user186,user476,1
user491,user452,1
user452,user491,1
user359,user524,1
user524,user359,1
user283,user518,1
user518,user283,1
user7,user494,4
user494,user7,4
user150,user198,1
user257,user377,4
user198,user150,1
user383,user517,1
user7,user222,3
user517,user383,1
user257,user346,4
user491,user167,1
user167,user491,1
user257,user364,4
user257,user331,5
user257,user413,5
user372,user525,1
user525,user372,1
user521,user256,1
user256,user521,1
user257,user361,4
user150,user520,1
user270,user396,1
user396,user270,1
user396,user526,1
user526,user396,1
user23,user527,2
user527,user23,2
user514,user219,1
user526,user144,1
user484,user472,-10
user412,user472,-10
user300,user529,10
user529,user300,10
user476,user186,1
user476,user530,1
user530,user476,1
user215,user202,6
user202,user215,6
user298,user531,1
user256,user515,1
user515,user256,1
user488,user532,1
user532,user488,1
user530,user166,1
user166,user530,1
user166,user256,1
user166,user532,1
user256,user166,2
user532,user166,2
user514,user533,1
user533,user514,1
user491,user512,-10
user495,user532,1
user532,user495,1
user491,user534,1
user384,user534,1
user534,user384,1
user1,user534,5
user530,user484,1
user530,user518,1
user518,user530,1
user484,user530,1
user219,user514,2
user405,user171,1
user171,user405,1
user491,user171,1
user171,user491,1
user447,user535,2
user4,user352,2
user427,user517,1
user517,user427,1
user534,user536,1
user144,user526,1
user536,user534,5
user534,user523,1
user389,user523,1
user523,user389,1
user427,user25,-1
user1,user537,1
user536,user523,1
user523,user536,1
user526,user484,1
user484,user526,2
user64,user487,1
user7,user538,1
user531,user298,1
user383,user64,2
user64,user477,1
user64,user383,1
user501,user534,1
user534,user501,1
user491,user427,1
user427,user491,1
user538,user64,1
user538,user7,1
user514,user538,1
user538,user514,1
user257,user254,5
user257,user278,5
user257,user234,5
user257,user228,5
user257,user229,5
user257,user276,4
user520,user150,1
user399,user539,1
user257,user425,6
user257,user365,4
user257,user360,4
user77,user60,4
user21,user77,5
user77,user21,5
user521,user29,2
user535,user212,1
user375,user540,1
user475,user266,3
user475,user459,1
user64,user541,1
user541,user64,1
user270,user416,2
user416,user270,2
user488,user508,1
user508,user488,1
user532,user152,1
user257,user256,5
user273,user465,1
user465,user273,1
user164,user478,1
user384,user476,1
user476,user384,1
user441,user539,1
user539,user399,1
user539,user441,1
user419,user520,1
user520,user419,2
user520,user539,1
user480,user542,3
user257,user335,5
user491,user543,1
user543,user491,1
user198,user544,1
user544,user198,1
user523,user545,1
user203,user7,3
user7,user203,3
user520,user546,1
user542,user480,3
user542,user547,2
user547,user542,3
user7,user120,5
user530,user387,1
user405,user548,1
user548,user405,1
user446,user309,2
user446,user522,2
user309,user446,2
user520,user549,1
user549,user520,1
user387,user530,1
user548,user7,2
user257,user426,4
user535,user447,6
user202,user550,1
user550,user202,1
user550,user462,1
user550,user134,1
user480,user7,2
user7,user480,1
user7,user547,2
user547,user7,2
user547,user394,2
user257,user406,3
user394,user547,1
user37,user77,1
user77,user37,1
user496,user62,1
user464,user552,1
user552,user464,2
user7,user322,4
user322,user7,4
user254,user553,2
user396,user520,1
user520,user396,1
user215,user198,2
user198,user215,1
user378,user198,1
user257,user273,6
user198,user378,1
user502,user526,3
user526,user502,3
user198,user224,1
user224,user198,1
user171,user198,2
user198,user171,2
user554,user502,2
user350,user64,2
user64,user350,1
user554,user547,2
user547,user554,2
user350,user520,1
user520,user350,1
user520,user555,1
user555,user520,1
user257,user441,4
user520,user556,1
user556,user520,1
user386,user198,1
user198,user501,1
user198,user386,1
user501,user198,1
user394,user557,1
user557,user394,2
user202,user488,1
user488,user202,1
user88,user558,2
user476,user520,1
user520,user476,1
user198,user394,1
user394,user198,1
user468,user437,1
user198,user559,1
user559,user198,1
user394,user560,1
user560,user394,1
user468,user295,1
user468,user561,2
user561,user468,2
user200,user533,1
user533,user424,1
user295,user468,3
user257,user246,5
user539,user520,1
user424,user533,1
user491,user249,1
user468,user144,1
user144,user468,1
user249,user491,3
user558,user88,2
user558,user443,2
user530,user200,1
user200,user530,1
user530,user262,2
user262,user530,2
user547,user262,2
user262,user547,2
user533,user200,1
user520,user262,1
user262,user520,1
user262,user562,1
user562,user262,1
user198,user262,1
user262,user198,1
user159,user288,1
user288,user159,1
user480,user495,2
user495,user480,1
user479,user353,1
user1,user563,1
user563,user564,1
user564,user563,1
user565,user566,1
user566,user565,1
user64,user551,1
user550,user469,1
user469,user550,1
user1,user567,1
user567,user1,1
user64,user488,1
user1,user569,1
user569,user1,1
user488,user64,1
user249,user198,1
user198,user249,1
user563,user570,1
user570,user563,1
user571,user570,10
user570,user571,10
user415,user572,1
user198,user399,2
user399,user198,2
user283,user508,1
user508,user283,1
user167,user64,1
user64,user167,1
user144,user393,1
user393,user144,1
user186,user269,2
user269,user186,2
user350,user547,2
user547,user350,2
user163,user408,1
user573,user570,1
user573,user571,1
user570,user573,1
user496,user499,1
user159,user273,1
user273,user159,1
user443,user575,2
user575,user443,4
user462,user474,2
user462,user577,1
user474,user462,2
user405,user578,2
user578,user222,1
user578,user405,2
user578,user443,1
user443,user578,1
user1,user215,1
user215,user1,1
user488,user562,1
user562,user488,1
user480,user159,1
user159,user480,1
user230,user198,5
user528,user35,3
user159,user580,1
user580,user159,2
user159,user581,1
user581,user159,10
user361,user508,1
user508,user361,1
user144,user283,1
user7,user68,3
user68,user7,2
user7,user88,5
user396,user283,1
user283,user396,1
user273,user582,1
user581,user583,1
user7,user584,1
user584,user7,1
user480,user357,1
user488,user480,1
user480,user488,1
user202,user480,1
user480,user202,2
user585,user159,1
user399,user542,1
user387,user198,1
user542,user399,2
user198,user387,1
user198,user586,1
user533,user587,1
user587,user533,1
user405,user589,1
user589,user405,1
user224,user590,1
user590,user224,1
user530,user533,2
user383,user268,2
user13,user518,1
user518,user13,1
user222,user578,1
user222,user372,1
user372,user222,1
user501,user592,1
user222,user276,1
user276,user222,1
user163,user476,1
user476,user163,1
user7,user551,2
user1,user579,1
user159,user585,2
user202,user219,3
user443,user558,2
user219,user558,2
user219,user202,3
user257,user343,4
user171,user7,4
user7,user171,4
user13,user594,1
user594,user13,1
user427,user595,1
user595,user427,1
user202,user594,-1
user384,user596,1
user596,user384,1
user497,user597,1
user597,user497,1
user588,user587,10
user563,user598,1
user598,user563,1
user598,user564,1
user598,user599,1
user599,user598,1
user587,user588,5
user468,user495,1
user495,user468,1
user159,user600,1
user600,user159,1
user159,user601,1
user601,user159,1
user159,user602,1
user602,user159,10
user484,user603,2
user603,user484,2
user564,user604,1
user604,user564,1
user64,user591,1
user591,user64,1
user64,user538,2
user577,user462,1
user64,user520,2
user64,user605,1
user605,user64,1
user64,user272,1
user272,user64,1
user159,user606,1
user605,user13,1
user13,user605,1
user235,user607,4
user607,user235,4
user13,user159,1
user159,user13,1
user586,user198,1
user198,user608,1
user598,user609,1
user608,user198,1
user270,user610,1
user610,user270,1
user159,user611,1
user546,user64,1
user611,user159,1
user113,user550,2
user550,user113,1
user13,user612,1
user612,user13,1
user613,user298,5
user550,user298,1
user298,user613,5
user520,user64,3
user520,user198,2
user583,user567,1
user198,user520,2
user268,user200,2
user567,user583,1
user598,user614,1
user614,user598,1
user304,user615,1
user615,user304,1
user502,user554,2
user298,user617,1
user617,user298,1
user405,user617,1
user617,user405,1
user462,user550,1
user304,user557,4
user21,user618,1
user618,user21,1
user484,user1,5
user13,user619,1
user619,user620,1
user619,user13,1
user620,user619,1
user462,user621,1
user621,user462,1
user159,user622,1
user622,user159,1
user13,user620,1
user484,user7,2
user620,user13,1
user7,user484,2
user13,user96,1
user96,user13,1
user346,user374,1
user200,user623,10
user202,user427,4
user609,user598,1
user427,user202,4
user374,user346,1
user592,user586,1
user586,user592,1
user616,user7,1
user7,user616,1
user593,user13,1
user13,user593,2
user113,user244,1
user113,user219,1
user33,user624,1
user624,user33,1
user270,user625,1
user468,user626,1
user484,user304,10
user113,user295,1
user304,user484,2
user159,user378,1
user571,user573,1
user295,user113,3
user416,user276,1
user276,user416,1
user566,user533,1
user533,user566,1
user564,user598,2
user628,user605,8
user605,user628,2
user578,user628,1
user628,user578,1
user304,user4,3
user4,user304,5
user222,user295,1
user488,user537,1
user405,user7,2
user7,user405,2
user295,user222,3
user222,user629,1
user629,user222,1
user623,user200,10
user495,user630,1
user630,user495,1
user623,user550,1
user550,user623,1
user523,user631,2
user631,user523,2
user627,user346,1
user257,user240,5
user257,user261,5
user143,user396,1
user396,user143,1
user537,user488,1
user514,user632,1
user632,user514,1
user113,user7,8
user537,user202,1
user446,user592,2
user616,user633,1
user592,user446,2
